LatLong,nearest MRT,Count,travel time to RP in minutes
"1.43071319275918,103.795708910476",Woodlands,14,56
"1.43829338484767,103.797399036463",Woodlands,19,52
"1.43508189271048,103.796733054808",Woodlands,21,56
"1.43839759376345,103.798540260206",Woodlands,13,50
"1.44579329314903,103.795452666616",Woodlands,13,63
"1.44094029531024,103.786015017818",Woodlands,12,59
"1.42940389186403,103.772728153211",Marsiling,9,60
"1.44215340952621,103.791733417825",Woodlands,17,62
"1.44479630064956,103.790602761905",Woodlands,5,65
"1.43016231215264,103.792987552444",Woodlands,11,54
"1.42777471473111,103.772774411973",Marsiling,10,60
"1.43398859274828,103.777490482198",Marsiling,5,56
"1.44723371011331,103.798185250091",Woodlands,16,59
"1.4409565628088,103.796576586484",Woodlands,14,53
"1.44729070291906,103.798950719903",Woodlands,10,58
"1.43537224460869,103.794675132372",Woodlands,11,59
"1.44446942805204,103.808397457375",Sembawang,22,59
"1.43757277585058,103.796414103464",Woodlands,15,54
"1.43239170175696,103.785065334478",Woodlands,12,56
"1.44525012550107,103.796811169876",Woodlands,19,55
"1.44532379604885,103.772192712434",Marsiling,18,71
"1.43484925635895,103.798922420494",Woodlands,15,58
"1.43411191997483,103.798080046893",Woodlands,16,60
"1.43845614747139,103.777081265974",Marsiling,13,64
"1.44647549738803,103.795415740829",Woodlands,20,62
"1.44372277083434,103.798771309055",Woodlands,7,52
"1.4476075755764,103.772062005139",Marsiling,11,74
"1.43665492960631,103.796231467375",Woodlands,18,54
"1.44560469012994,103.794908594493",Woodlands,20,58
"1.42861904395589,103.793093320128",Woodlands,18,53
"1.43154455834341,103.796152447108",Woodlands,16,58
"1.43741404509878,103.798257574917",Woodlands,16,51
"1.43599797313423,103.799065756645",Woodlands,19,58
"1.43946846195276,103.799693552384",Woodlands,9,50
"1.42965785733974,103.792582930193",Woodlands,16,54
"1.44074675290862,103.803139356416",Woodlands,18,50
"1.43292523586445,103.792006999106",Woodlands,11,62
"1.43264768513006,103.79367954254",Woodlands,20,62
"1.43386698574021,103.789472977537",Woodlands,17,61
"1.43897266304347,103.789880585231",Woodlands,7,58
"1.42861439008497,103.794717960696",Woodlands,24,52
"1.44333483396307,103.802378401908",Woodlands,4,51
"1.43742721455349,103.802633306153",Woodlands,16,53
"1.43698596394279,103.799117864124",Woodlands,11,52
"1.43368262673441,103.78387506315",Woodlands,14,58
"1.43649705557815,103.80230059441",Woodlands,17,55
"1.43882868042269,103.779387669726",Woodlands,7,60
"1.44166198458914,103.78993000961",Woodlands,11,59
"1.42103574926841,103.846333547036",Khatib,58,60
"1.426987042197,103.834627470285",Yishun,4,44
"1.43352112990914,103.840627148063",Yishun,14,51
"1.42450175515808,103.834498694681",Yishun,2,48
"1.4371253783415,103.840329022671",Yishun,31,55
"1.43160991206918,103.830614068732",Yishun,13,45
"1.43371166670509,103.831815032172",Yishun,13,46
"1.43131678141962,103.838865952817",Yishun,27,49
"1.43420896190542,103.830974669529",Yishun,20,48
"1.4308063369681,103.83426814362",Yishun,15,43
"1.4396248933909,103.837771054041",Yishun,19,56
"1.42620385438309,103.847273164146",Yishun,22,54
"1.41722156235213,103.83111136151",Khatib,15,38
"1.4319071645891,103.835651126348",Yishun,17,48
"1.43012101352916,103.831919684986",Yishun,29,43
"1.43066191912434,103.837334321945",Yishun,11,51
"1.42884941903143,103.847221024874",Yishun,19,56
"1.42752811877469,103.827416588661",Yishun,11,50
"1.42625360262732,103.848427509202",Yishun,8,55
"1.41911476927137,103.834935216685",Khatib,14,40
"1.43775877119441,103.838690516562",Yishun,15,53
"1.41835313714077,103.838412790486",Khatib,3,45
"1.42162687182577,103.839704627762",Khatib,19,54
"1.42224077094874,103.839349033609",Khatib,21,55
"1.42444263730394,103.845870092641",Yishun,5,56
"1.42566715797556,103.829016104284",Yishun,22,48
"1.42845935062473,103.843568800254",Yishun,23,54
"1.4265362136527,103.830668784342",Yishun,22,46
"1.42436151334868,103.833940260983",Yishun,12,48
"1.42621011729954,103.831240144634",Yishun,10,46
"1.42172608902193,103.836336375801",Khatib,10,47
"1.41177094390456,103.83336826951",Khatib,10,49
"1.43378416383121,103.827489711438",Yishun,8,53
"1.41511032968933,103.83341538078",Khatib,4,47
"1.41767034348633,103.838515102268",Khatib,11,45
"1.42887961053535,103.841528588879",Yishun,20,48
"1.42988033584046,103.833664450623",Yishun,3,43
"1.43106560031808,103.836307087652",Yishun,12,50
"1.41475962294169,103.834648982061",Khatib,5,45
"1.42636217632588,103.837150418219",Yishun,7,47
"1.43709558093348,103.832777533108",Yishun,17,50
"1.43178338863003,103.837440290013",Yishun,8,49
"1.42612488910141,103.827512567263",Yishun,14,51
"1.42137945824126,103.832054695539",Khatib,9,42
"1.42767464529376,103.837731455467",Yishun,5,45
"1.41473228652974,103.837338971817",Khatib,13,46
"1.42965421082047,103.830889934491",Yishun,16,44
"1.42773747529199,103.845685902107",Yishun,13,52
"1.4196668805325,103.834890681721",Khatib,3,44
"1.37671105271454,103.841168190659",Yio Chu Kang,24,44
"1.37140239598539,103.854845849383",Ang Mo Kio,10,36
"1.38020079047279,103.83575571651",Yio Chu Kang,19,50
"1.36544495225352,103.842715047475",Ang Mo Kio,16,47
"1.36848406233048,103.855468149019",Ang Mo Kio,4,37
"1.36989498895756,103.842059049722",Ang Mo Kio,31,44
"1.38265184651407,103.840858094028",Yio Chu Kang,12,38
"1.36157912717139,103.853805386957",Ang Mo Kio,13,40
"1.36752776339718,103.85740958675",Ang Mo Kio,19,46
"1.3674419012314,103.856396604517",Ang Mo Kio,3,39
"1.37748845329822,103.840676283924",Yio Chu Kang,11,40
"1.36970226464475,103.84343759746",Ang Mo Kio,22,43
"1.3649460137791,103.854043379775",Ang Mo Kio,24,38
"1.36664972640598,103.850133665442",Ang Mo Kio,23,33
"1.37039791675237,103.841878840032",Ang Mo Kio,28,44
"1.37572264709308,103.837123341994",Yio Chu Kang,10,43
"1.37057765782635,103.857854578394",Ang Mo Kio,20,41
"1.38036187235317,103.842334616577",Yio Chu Kang,24,36
"1.37056143999067,103.854823102785",Ang Mo Kio,13,35
"1.36948046776679,103.853309796692",Ang Mo Kio,17,33
"1.36705284380639,103.846987446489",Ang Mo Kio,13,35
"1.36789986956821,103.846887401387",Ang Mo Kio,12,34
"1.38158208102128,103.84327351566",Yio Chu Kang,13,33
"1.36476598625413,103.846907899709",Ang Mo Kio,31,39
"1.36718287740141,103.836639986274",Ang Mo Kio,9,48
"1.3758482258358,103.83615719919",Yio Chu Kang,6,44
"1.37794352430397,103.840479239853",Yio Chu Kang,21,40
"1.37751709133929,103.838051857076",Yio Chu Kang,9,44
"1.37065009249377,103.839410348811",Ang Mo Kio,13,45
"1.37473291237038,103.835682669212",Yio Chu Kang,13,43
"1.36406807879641,103.851612284582",Ang Mo Kio,33,40
"1.36944159368432,103.84648823913",Ang Mo Kio,17,33
"1.37746341295119,103.839130090374",Yio Chu Kang,14,43
"1.32864779394508,103.924495382454",Bedok,26,39
"1.32139766306096,103.93973036061",Tanah Merah,20,47
"1.32797407432231,103.937944117759",Tanah Merah,16,43
"1.33295683726302,103.938220862136",Bedok Reservoir,10,47
"1.33100823526591,103.938066838998",Bedok Reservoir,24,45
"1.32485409589901,103.926038014379",Bedok,10,36
"1.3296379833018,103.93882252492",Tanah Merah,10,47
"1.32098222626197,103.935956640703",Bedok,21,45
"1.32716150771949,103.936824833587",Bedok,18,41
"1.33214927189672,103.940449941907",Tanah Merah,17,48
"1.33156151135034,103.929115263403",Bedok Reservoir,3,42
"1.33714403979137,103.928433830286",Bedok Reservoir,18,47
"1.33599899207348,103.936274523658",Bedok Reservoir,20,43
"1.33488194247883,103.911778859623",Kaki Bukit,19,39
"1.32997311186222,103.9375717024",Bedok Reservoir,16,44
"1.33308726266267,103.908404750073",Kaki Bukit,7,36
"1.3242250727223,103.922021941751",Bedok,9,40
"1.32986086595092,103.935423827584",Bedok Reservoir,15,42
"1.31995205858356,103.933718160998",Bedok,14,41
"1.33629244771801,103.926101654356",Bedok Reservoir,21,52
"1.33641984694912,103.92483267275",Bedok North,11,45
"1.33475931734523,103.908709087727",Kaki Bukit,10,35
"1.3628703224303,103.833604034312",Marymount,15,38
"1.34866564535341,103.850977151715",Bishan,7,31
"1.34671498920224,103.847398357544",Bishan,7,32
"1.35012170474224,103.837942388222",Marymount,17,41
"1.34681029782167,103.84904106054",Bishan,15,34
"1.34557574781189,103.850945135272",Bishan,13,37
"1.36108499863065,103.844635624659",Ang Mo Kio,17,43
"1.3584375788776,103.843886325616",Bishan,18,40
"1.36166448826498,103.842753070079",Ang Mo Kio,10,44
"1.34678834139423,103.853712933085",Bishan,5,39
"1.35900490102741,103.847006581858",Bishan,7,41
"1.3584619012705,103.848248660015",Bishan,8,39
"1.36135048116712,103.844866460025",Ang Mo Kio,13,43
"1.34748317620022,103.85354374139",Bishan,13,38
"1.35760247666967,103.846072864564",Bishan,4,37
"1.35717823000456,103.848152955433",Bishan,4,38
"1.3619102393501,103.844170496763",Ang Mo Kio,4,46
"1.35941996625404,103.847150341404",Bishan,4,42
"1.35857465962241,103.829747971343",Marymount,4,44
"1.34685267491893,103.854099130793",Bishan,3,38
"1.36216472766267,103.747628122263",Bukit Gombak,17,50
"1.36323334513612,103.745988532649",Bukit Gombak,22,53
"1.35196560331027,103.754983672501",Bukit Batok,13,48
"1.35832151751736,103.750135909014",Bukit Gombak,1,47
"1.35105549277865,103.757080302123",Bukit Batok,14,51
"1.35185612872026,103.746076774467",Bukit Batok,12,46
"1.35048816023777,103.754177773165",Bukit Batok,25,47
"1.3649289251801,103.748365508012",Bukit Gombak,16,52
"1.36312633682463,103.747418527269",Bukit Gombak,12,50
"1.3487578841922,103.759451695253",Bukit Batok,17,56
"1.36283015530633,103.747834206425",Bukit Gombak,4,50
"1.34677496682495,103.753335942926",Bukit Batok,13,46
"1.34781088479752,103.746608758355",Bukit Batok,12,44
"1.34610021179301,103.740229621691",Chinese Garden,17,52
"1.34640774981861,103.74153732143",Bukit Batok,8,52
"1.34504259331257,103.758784095946",Bukit Batok,13,53
"1.35073333041497,103.746261338468",Bukit Batok,15,45
"1.34745833930547,103.747473341114",Bukit Batok,20,42
"1.35149041858556,103.748701610843",Bukit Batok,13,41
"1.34933642345807,103.755963537392",Bukit Batok,10,53
"1.34559235229949,103.744789363152",Bukit Batok,15,49
"1.34340161151855,103.759188534241",Bukit Batok,20,52
"1.34970536621826,103.748403180472",Bukit Batok,15,40
"1.35398085110663,103.752778228297",Bukit Gombak,26,50
"1.35497075521286,103.750399548957",Bukit Gombak,16,50
"1.27438363830311,103.808741773193",Telok Blangah,15,35
"1.28944268125333,103.826201445621",Tiong Bahru,13,22
"1.28027764882907,103.82572355886",Tiong Bahru,10,29
"1.27707706824333,103.831425856916",Outram Park,3,28
"1.27489670852233,103.808695347879",Telok Blangah,15,36
"1.27347684062073,103.806810311765",Telok Blangah,20,39
"1.28748905001859,103.811714119673",Redhill,13,26
"1.27248301325334,103.824703021719",HarbourFront,12,32
"1.27942671435022,103.826086916123",Tiong Bahru,10,28
"1.27515915779894,103.810138469233",Telok Blangah,11,36
"1.27380415706758,103.827057699596",HarbourFront,17,40
"1.28309207069724,103.825592376594",Tiong Bahru,40,20
"1.27174724526041,103.822508329222",HarbourFront,16,35
"1.27790984987633,103.822535848245",Tiong Bahru,10,32
"1.27234669758392,103.810554542558",Telok Blangah,14,33
"1.28715147473337,103.811832692492",Redhill,6,25
"1.275801012778,103.839032638772",Outram Park,18,26
"1.28148915140735,103.827671951512",Tiong Bahru,36,23
"1.37759685167022,103.767227214144",Petir,12,58
"1.37452837023545,103.772867119001",Pending,14,47
"1.3779019997366,103.767412279054",Petir,12,57
"1.38603975530039,103.770196329443",Fajar,16,61
"1.38417096583004,103.772386971275",Fajar,12,63
"1.38319686732574,103.76845411079",Fajar,12,61
"1.38416248289246,103.767483683421",Fajar,16,61
"1.37649519770575,103.774209981676",Pending,14,45
"1.38545924836708,103.77050511557",Fajar,15,58
"1.38758897243469,103.768982944262",Segar,13,57
"1.38482207165437,103.761181895733",Senja,18,56
"1.38245153775755,103.763479158",Senja,21,52
"1.3836966160096,103.772095630478",Fajar,10,64
"1.3882916461168,103.772894835446",Segar,18,62
"1.38310056220431,103.767566027315",Fajar,5,53
"1.37404915665664,103.768885136299",Pending,15,53
"1.37885365730573,103.764775595893",Petir,15,50
"1.31778631433714,103.807262757565",Farrer Road,15,41
"1.33957916725744,103.774635452485",Beauty World,12,43
"1.33908702611922,103.772569349944",Beauty World,16,45
"1.30052736175451,103.853823283182",Bugis,4,17
"1.30815916680636,103.855147802763",Jalan Besar,15,24
"1.30606039060551,103.855108751218",Jalan Besar,10,25
"1.37793931794235,103.75091538895",Keat Hong,6,54
"1.378703619825,103.739795696799",South View,4,58
"1.38148413111005,103.744533463637",South View,12,53
"1.3903050833703,103.74308786685",Choa Chu Kang,9,57
"1.40349428170579,103.748677231954",Yew Tee,13,56
"1.38021754622899,103.739453325086",South View,9,58
"1.37942324084484,103.735183712105",South View,6,63
"1.38032470308776,103.742604938488",South View,8,55
"1.37461810751349,103.738364995209",South View,19,65
"1.37987227900139,103.744605644093",South View,6,56
"1.37981581239549,103.748209630694",Keat Hong,9,55
"1.37870202031026,103.749529642272",Keat Hong,4,59
"1.40171070184602,103.744092652395",Yew Tee,24,56
"1.4025105391984,103.745291155566",Yew Tee,6,56
"1.40082816093623,103.75056549927",Yew Tee,11,55
"1.39582035325566,103.747752649661",Yew Tee,3,51
"1.38249577708418,103.747937132962",South View,15,55
"1.39780253841646,103.749623257764",Yew Tee,17,53
"1.38375315534785,103.74550286918",Choa Chu Kang,3,51
"1.40467861884756,103.746314893319",Yew Tee,18,59
"1.40318377742922,103.751873055849",Yew Tee,23,59
"1.40451101735306,103.750161262445",Yew Tee,14,57
"1.40363737705198,103.748176927162",Yew Tee,24,56
"1.37748545136822,103.751921303308",Teck Whye,11,57
"1.40398643948949,103.746767054555",Yew Tee,21,60
"1.39131766606985,103.745930765105",Choa Chu Kang,3,60
"1.4026789634991,103.747562464245",Yew Tee,16,57
"1.37962407045143,103.745530138585",South View,15,55
"1.40243944111659,103.749920631876",Yew Tee,13,56
"1.3789863872064,103.734822008611",South View,5,64
"1.3787209383866,103.742923724743",South View,7,58
"1.39317151524526,103.746133684219",Yew Tee,10,57
"1.38025443409642,103.743214351168",South View,13,55
"1.39321858226069,103.746740846864",Yew Tee,4,57
"1.39550937811325,103.744732855557",Yew Tee,7,50
"1.39155917752352,103.740845041672",Choa Chu Kang,7,59
"1.31377438916433,103.76253519788",Clementi,5,35
"1.31306718149221,103.767339299757",Clementi,28,36
"1.31344800875534,103.765483715103",Clementi,2,34
"1.31402057628905,103.762740587497",Clementi,15,33
"1.30945612208303,103.769918822857",Clementi,40,45
"1.30995900089387,103.760210268491",Clementi,18,44
"1.31358574940402,103.769084332627",Clementi,14,37
"1.31226929073949,103.766430370318",Clementi,20,32
"1.32491504386775,103.887996817126",MacPherson,4,32
"1.30894624898234,103.888388917364",Dakota,11,36
"1.32742994958168,103.885681564016",Mattar,20,30
"1.33083095249698,103.887507765547",MacPherson,10,36
"1.32904361761824,103.887438053241",MacPherson,11,35
"1.31170258964814,103.897379475186",Paya Lebar,24,37
"1.32643338540071,103.901170017525",Ubi,3,38
"1.32170329030889,103.886195689242",Mattar,16,30
"1.31129091152627,103.897703432652",Paya Lebar,10,37
"1.31666544739611,103.880390526566",Aljunied,9,23
"1.31379131490541,103.89522868303",Paya Lebar,12,33
"1.32650665598538,103.900492068781",Ubi,13,39
"1.32260037517198,103.882463203575",Mattar,10,29
"1.32613973623742,103.902073613523",Ubi,14,35
"1.32228655863065,103.902720513959",Eunos,28,27
"1.31483626965284,103.896637295254",Paya Lebar,15,34
"1.31750146062242,103.898206520651",Paya Lebar,28,32
"1.32994110077368,103.903301445157",Ubi,9,36
"1.32268661939564,103.903500926144",Eunos,10,32
"1.32117164370394,103.901772831996",Eunos,16,26
"1.30767573187081,103.882412035537",Mountbatten,21,32
"1.30787056219408,103.883192164927",Mountbatten,23,35
"1.35400776886424,103.887748411693",Kovan,9,54
"1.37211670537615,103.889192688637",Hougang,2,46
"1.37306392255757,103.883813492683",Hougang,11,60
"1.36710626201201,103.894728441658",Hougang,4,50
"1.35946420318151,103.886861304068",Kovan,5,47
"1.37893742257033,103.883855739335",Renjong,24,56
"1.37021230394545,103.879116218813",Kovan,10,56
"1.36968021889998,103.898337239915",Hougang,16,53
"1.36669418462152,103.88909314947",Hougang,13,52
"1.37773445054619,103.896252880765",Buangkok,8,54
"1.37744576455109,103.88817797946",Hougang,13,54
"1.37154552599116,103.880619942257",Hougang,9,58
"1.37173981118278,103.898999982217",Hougang,12,52
"1.36632810370351,103.896213964527",Hougang,16,53
"1.37629501553762,103.882146024079",Hougang,9,58
"1.37548347566834,103.881278238761",Hougang,7,55
"1.3732611475703,103.894631713049",Hougang,6,44
"1.35498576469516,103.888557459754",Kovan,8,50
"1.36268195697751,103.890391270735",Kovan,17,50
"1.35085299679097,103.88632991316",Kovan,19,56
"1.37051742775071,103.879783573789",Kovan,5,57
"1.36861360410086,103.88493791631",Hougang,24,62
"1.37342466470781,103.891856909799",Hougang,23,48
"1.37294940390172,103.899211338772",Hougang,19,54
